Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD1251,Sudeep,"Eggs, Meat & Fish",Mutton,Cumbum,12/16/2015,Central,659.0,0.28,,Tamil Nadu
OD1420,Akash,Snacks,Noodles,Vellore,12-03-2017,Central,1007.0,,130.91,Tamil Nadu
OD1421,,,Soft Drinks,Vellore,03-03-2018,Central,,0.32,166.8,Tamil Nadu
OD1422,Alan,Oil & Masala,,Pudukottai,04-04-2015,Central,1075.0,0.16,408.5,Tamil Nadu
,,Food Grains,Organic Staples,Bodi,08-10-2018,Central,1445.0,0.3,317.9,Tamil Nadu
OD1425,Akash,"Eggs, Meat & Fish",Eggs,Dindigul,12/22/2018,Central,1266.0,0.35,164.58,Tamil Nadu
OD1426,Sheeba,,Health Drinks,Ramanadhapuram,03-08-2016,Central,1881.0,0.29,695.97,
OD1427,Mathew,,Soft Drinks,Namakkal,11/30/2017,Central,1786.0,0.19,,Tamil Nadu
OD1428,Peer,Fruits & Veggies,Fresh Vegetables,,,Central,593.0,0.28,,
OD1429,Jackson,Fruits & Veggies,Organic Vegetables,Karur,11-10-2015,Central,,,149.22,Tamil Nadu
OD1430,,Fruits & Veggies,Organic Vegetables,Vellore,9/25/2018,Central,2412.0,0.32,337.68,Tamil Nadu
OD1431,Alan,Bakery,Biscuits,,,Central,1374.0,0.22,,
OD1432,Roshan,Snacks,Chocolates,,12-08-2017,Central,,0.21,430.75,Tamil Nadu
OD1433,Vinne,Bakery,,Virudhunagar,9/24/2017,Central,1724.0,0.13,,
OD1434,Suresh,"Eggs, Meat & Fish",,Namakkal,5/29/2018,Central,1207.0,0.15,,Tamil Nadu
,Vidya,Food Grains,,Krishnagiri,12-01-2017,Central,2178.0,0.16,958.32,Tamil Nadu
OD1436,Amrish,Bakery,Breads & Buns,Salem,7/31/2017,Central,918.0,0.35,91.8,Tamil Nadu
OD1437,Sheeba,Bakery,,,1/20/2015,Central,1840.0,0.25,,Tamil Nadu
OD1438,Vidya,Fruits & Veggies,Fresh Vegetables,Dharmapuri,1/20/2015,Central,2294.0,0.24,940.54,Tamil Nadu
OD1439,Esther,Bakery,Breads & Buns,Madurai,05-08-2016,Central,1370.0,0.26,438.4,Tamil Nadu
,Surya,,Organic Vegetables,Tirunelveli,5/26/2017,Central,,0.27,72.2,Tamil Nadu
OD1441,Anu,Oil & Masala,Masalas,Theni,12-08-2018,Central,2316.0,0.1,393.72,Tamil Nadu
OD1442,Yusuf,Beverages,Health Drinks,Nagercoil,04-03-2017,Central,1301.0,0.11,390.3,Tamil Nadu
OD1443,Jonas,,Fresh Vegetables,Kanyakumari,3/28/2015,Central,,0.21,345.24,Tamil Nadu
OD1444,,,Health Drinks,Dindigul,8/26/2017,Central,,,681.7,Tamil Nadu
OD1445,Krithika,Oil & Masala,Spices,Vellore,11/17/2016,Central,,0.22,,Tamil Nadu
OD1446,Yadav,Food Grains,Organic Staples,Karur,12/29/2017,Central,790.0,0.35,173.8,Tamil Nadu
OD1447,Haseena,Food Grains,Dals & Pulses,,6/26/2018,Central,1472.0,,88.32,Tamil Nadu
OD1448,Hafiz,Bakery,Breads & Buns,,5/27/2018,Central,2424.0,0.12,242.4,Tamil Nadu
OD1450,,Food Grains,Organic Staples,Chennai,12/29/2017,Central,1193.0,0.24,477.2,
,Aditi,Oil & Masala,Spices,,03-08-2016,Central,1113.0,0.11,311.64,
OD1452,Sabeela,Food Grains,Atta & Flour,Coimbatore,,Central,1698.0,0.2,,Tamil Nadu
OD1453,Sharon,Fruits & Veggies,Organic Vegetables,Pudukottai,9/13/2016,Central,1392.0,,612.48,Tamil Nadu
OD1455,Anu,Fruits & Veggies,Organic Vegetables,Coimbatore,11-09-2016,Central,,0.29,,Tamil Nadu
OD1456,Ram,Snacks,Chocolates,,6/16/2015,Central,1872.0,0.11,299.52,Tamil Nadu
,Ram,Beverages,Soft Drinks,Perambalur,,Central,,,350.24,Tamil Nadu
OD1458,Sharon,Beverages,Soft Drinks,Ramanadhapuram,9/13/2017,Central,1464.0,0.3,424.56,Tamil Nadu
,Hussain,Food Grains,Atta & Flour,Karur,07-02-2016,Central,,0.35,234.5,Tamil Nadu
OD1462,Roshan,Beverages,Soft Drinks,,11/18/2018,Central,,0.32,,
OD1463,Amrish,,Cakes,Karur,5/22/2018,Central,2319.0,0.3,,Tamil Nadu
,Arvind,Oil & Masala,Spices,,6/16/2016,Central,531.0,0.18,238.95,Tamil Nadu
,Sudeep,,Breads & Buns,Viluppuram,3/23/2016,Central,1213.0,0.34,,Tamil Nadu
OD1470,Sundar,Beverages,Health Drinks,Trichy,05-07-2016,Central,905.0,0.26,298.65,
OD1471,Arutra,"Eggs, Meat & Fish",Chicken,Kanyakumari,4/13/2016,Central,1977.0,0.25,474.48,Tamil Nadu
OD1472,,,Spices,Theni,08-05-2015,Central,,0.23,674.25,Tamil Nadu
OD1473,Haseena,Bakery,Biscuits,Salem,12/20/2016,Central,1512.0,0.25,151.2,Tamil Nadu
,Esther,,Soft Drinks,Kanyakumari,10-10-2018,Central,1732.0,0.29,433.0,
OD1475,Shah,,Cakes,Karur,4/25/2016,Central,2269.0,0.15,431.11,Tamil Nadu
,Harish,Bakery,Biscuits,Pudukottai,4/20/2018,Central,990.0,0.22,237.6,
OD1477,,Oil & Masala,Edible Oil & Ghee,Dharmapuri,5/31/2017,Central,2279.0,0.29,660.91,Tamil Nadu
OD1479,Shah,"Eggs, Meat & Fish",Mutton,,11/19/2018,Central,674.0,,208.94,
OD1480,Sabeela,Oil & Masala,Spices,Viluppuram,,Central,,0.14,337.48,Tamil Nadu
OD1481,Rumaiza,,Soft Drinks,Tirunelveli,3/27/2018,Central,1393.0,0.22,69.65,Tamil Nadu
OD1482,Haseena,Beverages,,Theni,,Central,2314.0,0.19,277.68,Tamil Nadu
OD1483,Sharon,Bakery,Cakes,Kanyakumari,,Central,1023.0,0.35,368.28,
OD1485,,Fruits & Veggies,,Vellore,,Central,2472.0,0.28,519.12,Tamil Nadu
OD1486,Vinne,Bakery,Breads & Buns,Namakkal,09-03-2017,Central,2417.0,0.15,773.44,Tamil Nadu
OD1487,Ram,Oil & Masala,Masalas,Coimbatore,,Central,1890.0,0.35,831.6,Tamil Nadu
OD1488,Suresh,"Eggs, Meat & Fish",Fish,Salem,11-11-2015,Central,1493.0,,477.76,Tamil Nadu
,,,,Karur,7/22/2018,Central,1850.0,0.29,481.0,Tamil Nadu
OD1490,Veronica,Fruits & Veggies,Fresh Fruits,Coimbatore,05-02-2017,Central,1455.0,0.29,,Tamil Nadu
OD1492,Sudeep,Snacks,,,,Central,1141.0,0.26,136.92,Tamil Nadu
OD1493,Surya,Oil & Masala,Edible Oil & Ghee,Chennai,,Central,,0.2,574.56,Tamil Nadu
OD1494,Ram,Oil & Masala,Spices,,1/19/2016,Central,,0.1,226.66,Tamil Nadu
OD1495,,Bakery,Cakes,Dindigul,03-10-2018,Central,,0.25,855.76,Tamil Nadu
OD1496,Arvind,Food Grains,Atta & Flour,Karur,4/13/2016,Central,2089.0,0.21,125.34,Tamil Nadu
OD1497,Alan,Beverages,Health Drinks,Coimbatore,7/21/2018,Central,1632.0,0.19,163.2,Tamil Nadu
OD1499,Ridhesh,Fruits & Veggies,Organic Vegetables,,7/20/2016,Central,,0.3,355.5,Tamil Nadu
OD1500,Peer,Snacks,Chocolates,Viluppuram,3/21/2017,Central,,0.2,509.4,Tamil Nadu
OD1501,,Snacks,Noodles,Chennai,09-08-2015,Central,1602.0,,512.64,Tamil Nadu
OD1505,Veronica,Oil & Masala,,,07-02-2016,Central,711.0,0.27,291.51,Tamil Nadu
OD1506,,Oil & Masala,Spices,Nagercoil,03-01-2015,Central,2262.0,0.2,520.26,Tamil Nadu
OD1508,Suresh,,Fresh Vegetables,,11/17/2018,Central,1865.0,0.26,279.75,Tamil Nadu
OD1509,Yusuf,Snacks,Cookies,Dindigul,11/13/2016,Central,1570.0,0.34,188.4,Tamil Nadu
OD1511,Aditi,Bakery,Breads & Buns,,6/20/2015,Central,1866.0,,205.26,Tamil Nadu
,Sharon,Bakery,,,3/27/2018,Central,,0.23,841.95,
OD1514,,Oil & Masala,Spices,Kanyakumari,1/30/2018,Central,,0.15,509.6,Tamil Nadu
OD1515,Sheeba,Beverages,Soft Drinks,,10/19/2018,Central,,0.31,,Tamil Nadu
OD1516,Veena,Snacks,Noodles,,03-06-2017,Central,888.0,0.28,222.0,Tamil Nadu
,,Snacks,Noodles,,5/30/2015,Central,2031.0,0.11,264.03,Tamil Nadu
,Krithika,Bakery,Breads & Buns,Coimbatore,12-06-2015,Central,1471.0,0.2,,Tamil Nadu
OD1522,,,Spices,Karur,2/16/2018,Central,2003.0,0.25,300.45,Tamil Nadu
,Surya,Bakery,Breads & Buns,Tenkasi,12/17/2016,Central,1511.0,0.28,438.19,Tamil Nadu
,Arutra,Oil & Masala,Edible Oil & Ghee,Pudukottai,,Central,,,384.18,Tamil Nadu
OD1525,Arvind,Food Grains,Rice,,5/25/2015,Central,,,100.64,Tamil Nadu
OD1526,,Snacks,Noodles,Dindigul,11-11-2015,Central,,,435.24,Tamil Nadu
OD1527,,Oil & Masala,Spices,Bodi,09-08-2017,Central,1810.0,0.29,307.7,Tamil Nadu
OD1528,Amy,Bakery,Breads & Buns,Namakkal,11/19/2017,Central,883.0,0.16,114.79,Tamil Nadu
OD1530,Sudha,Food Grains,Rice,Virudhunagar,2/27/2017,Central,1540.0,0.33,123.2,Tamil Nadu
OD1531,Adavan,Beverages,,Bodi,02-09-2018,Central,1525.0,0.15,,Tamil Nadu
OD1533,Vidya,,Soft Drinks,Vellore,12-06-2015,Central,2182.0,0.12,829.16,Tamil Nadu
OD1534,,"Eggs, Meat & Fish",Chicken,Viluppuram,12/29/2015,Central,1822.0,0.22,,Tamil Nadu
OD1536,,Bakery,,Ramanadhapuram,5/31/2017,Central,2039.0,0.19,734.04,Tamil Nadu
OD1537,Peer,Beverages,,Bodi,01-07-2017,Central,1140.0,0.16,478.8,
OD1538,Sabeela,,Soft Drinks,Chennai,,Central,832.0,0.23,58.24,Tamil Nadu
OD1540,Sabeela,Snacks,Noodles,,11-04-2017,Central,1054.0,0.13,432.14,Tamil Nadu
OD1542,Verma,Beverages,Health Drinks,,7/26/2015,Central,,,765.8,Tamil Nadu
OD1543,Yadav,Snacks,,Dindigul,05-12-2016,Central,,,218.13,Tamil Nadu
OD1544,,Bakery,Biscuits,,11-04-2017,Central,1377.0,0.32,481.95,Tamil Nadu
,,Bakery,,Salem,11/28/2016,Central,2482.0,,446.76,Tamil Nadu
,Vince,Bakery,Biscuits,Salem,8/26/2018,Central,,0.16,594.72,
OD1549,Akash,Food Grains,Atta & Flour,Dindigul,4/20/2018,Central,1697.0,0.3,135.76,Tamil Nadu
,Surya,Oil & Masala,,Vellore,09-03-2018,Central,876.0,,324.12,Tamil Nadu
OD1551,Krithika,Bakery,Breads & Buns,Madurai,11-07-2017,Central,1037.0,0.19,435.54,
OD1552,Sheeba,,Organic Vegetables,Madurai,12/31/2016,Central,2051.0,0.32,,
OD1553,Vinne,Fruits & Veggies,Fresh Fruits,Krishnagiri,,Central,581.0,,87.15,Tamil Nadu
OD1556,Ram,Fruits & Veggies,Organic Vegetables,,12/27/2015,Central,,,,
OD1557,,"Eggs, Meat & Fish",Chicken,Dindigul,03-01-2015,Central,,0.23,,Tamil Nadu
OD2003,Sudha,Snacks,,Coimbatore,12/20/2015,Central,,0.22,340.8,
OD2004,Ravi,Food Grains,Organic Staples,,,Central,969.0,0.34,145.35,
OD2005,Vince,Oil & Masala,Edible Oil & Ghee,,12-11-2016,Central,781.0,0.16,218.68,Tamil Nadu
OD2006,Mathew,Beverages,,Tirunelveli,10-03-2018,Central,1676.0,0.32,234.64,Tamil Nadu
OD2007,Ridhesh,Fruits & Veggies,Fresh Vegetables,,3/30/2018,Central,1054.0,0.25,179.18,Tamil Nadu
OD2008,Amrish,Bakery,Cakes,Viluppuram,,Central,626.0,,175.28,Tamil Nadu
OD2009,Willams,,,Krishnagiri,8/22/2015,Central,1119.0,,,Tamil Nadu
,Kumar,Beverages,,,11-02-2018,Central,2301.0,0.23,,
OD2012,Anu,,Fresh Fruits,,12/20/2015,Central,2053.0,0.29,492.72,Tamil Nadu
OD2014,,Bakery,Cakes,Dindigul,6/22/2015,Central,1204.0,,72.24,Tamil Nadu
OD2015,Sudha,Food Grains,Dals & Pulses,Chennai,12-01-2015,Central,1934.0,0.16,,Tamil Nadu
OD2016,Verma,"Eggs, Meat & Fish",,Chennai,,Central,,0.28,778.5,Tamil Nadu
OD2017,Rumaiza,Oil & Masala,Masalas,,12/27/2016,Central,2011.0,,744.07,Tamil Nadu
OD2018,Sundar,,,Ramanadhapuram,11-02-2018,Central,1340.0,0.29,214.4,
OD2020,Shah,Snacks,Chocolates,,3/14/2017,Central,762.0,0.15,297.18,Tamil Nadu
,,Bakery,Biscuits,Bodi,09-06-2017,Central,978.0,0.21,,Tamil Nadu
OD2022,Mathew,Food Grains,Organic Staples,Ramanadhapuram,9/18/2018,Central,2068.0,0.16,889.24,Tamil Nadu
OD2023,Esther,Snacks,,Kanyakumari,12-05-2016,Central,566.0,0.3,169.8,Tamil Nadu
OD2024,Hussain,Oil & Masala,Masalas,,05-04-2015,Central,,0.31,444.51,Tamil Nadu
OD2026,James,Fruits & Veggies,,Perambalur,6/18/2017,Central,1074.0,0.34,289.98,Tamil Nadu
OD2027,Alan,Oil & Masala,Edible Oil & Ghee,Bodi,,Central,1818.0,0.23,781.74,Tamil Nadu
,,Fruits & Veggies,Organic Vegetables,Perambalur,,Central,2230.0,0.25,,Tamil Nadu
OD2029,,Oil & Masala,Spices,Vellore,12-03-2018,Central,900.0,0.15,,Tamil Nadu
OD2030,James,Food Grains,Dals & Pulses,Cumbum,9/18/2018,Central,,0.29,934.82,
OD2031,Ramesh,,Edible Oil & Ghee,Bodi,,Central,,0.33,,
OD2032,Akash,,Soft Drinks,Krishnagiri,12/24/2018,Central,2096.0,0.35,670.72,Tamil Nadu
OD2033,Aditi,,Chicken,Coimbatore,1/26/2018,Central,,0.21,372.46,Tamil Nadu
OD2034,Jackson,Fruits & Veggies,Fresh Vegetables,Karur,,Central,1610.0,0.15,627.9,Tamil Nadu
OD2035,Sharon,Oil & Masala,Masalas,Madurai,5/17/2017,Central,,0.31,730.8,
,Amy,Bakery,Cakes,,9/24/2018,Central,561.0,,241.23,Tamil Nadu
OD2037,Muneer,,Health Drinks,Pudukottai,10/13/2018,Central,1473.0,0.33,,Tamil Nadu
,Jonas,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,5/14/2018,Central,697.0,0.31,195.16,Tamil Nadu
OD2039,Ridhesh,Bakery,,Cumbum,6/25/2016,Central,1385.0,,,Tamil Nadu
OD2041,,"Eggs, Meat & Fish",Fish,Vellore,6/30/2015,Central,1009.0,0.34,,Tamil Nadu
OD2042,,,Chicken,Madurai,06-03-2015,Central,2368.0,0.2,663.04,Tamil Nadu
OD2044,Alan,Oil & Masala,Edible Oil & Ghee,Trichy,5/14/2018,Central,,,214.44,Tamil Nadu
OD2045,Sundar,,Cookies,Madurai,11/19/2018,Central,1000.0,0.26,440.0,Tamil Nadu
OD2046,Malik,,Biscuits,Perambalur,1/20/2018,Central,938.0,,93.8,Tamil Nadu
OD2047,,,Chicken,Trichy,,Central,1094.0,,229.74,Tamil Nadu
OD2048,,Food Grains,,Perambalur,05-04-2015,Central,1399.0,0.14,139.9,Tamil Nadu
OD2049,Ridhesh,Snacks,Cookies,Theni,12/29/2017,Central,1445.0,0.23,346.8,Tamil Nadu
OD2050,Shree,Snacks,Chocolates,Dindigul,09-01-2015,Central,1716.0,0.3,514.8,Tamil Nadu
OD2053,,Beverages,Soft Drinks,,,Central,,0.23,667.58,Tamil Nadu
OD2054,Hafiz,Beverages,Health Drinks,Trichy,5/17/2017,Central,624.0,0.23,106.08,Tamil Nadu
OD2055,Krithika,Fruits & Veggies,Fresh Vegetables,Trichy,,Central,,0.23,563.5,Tamil Nadu
OD2056,Anu,Food Grains,Atta & Flour,Krishnagiri,12-02-2015,Central,1331.0,0.35,266.2,Tamil Nadu
OD2057,Amy,Snacks,Noodles,,5/17/2017,Central,,,,
OD2058,,Beverages,Soft Drinks,Namakkal,1/15/2018,Central,766.0,,137.88,Tamil Nadu
OD2059,Sheeba,Bakery,Biscuits,Nagercoil,8/18/2017,Central,1163.0,0.32,441.94,Tamil Nadu
OD2060,Shah,Oil & Masala,Spices,Vellore,12/27/2015,Central,885.0,0.18,115.05,Tamil Nadu
OD2062,Amrish,Snacks,Noodles,Chennai,12-11-2018,Central,1778.0,0.21,551.18,Tamil Nadu
,Alan,"Eggs, Meat & Fish",Chicken,,6/29/2018,Central,1547.0,0.29,340.34,
OD2064,,Bakery,,Tirunelveli,,Central,991.0,0.35,,Tamil Nadu
OD2066,,Beverages,Health Drinks,Vellore,6/25/2016,Central,615.0,0.22,,Tamil Nadu
OD2067,Yadav,Oil & Masala,,Namakkal,,Central,2114.0,0.33,803.32,Tamil Nadu
,Sabeela,,Soft Drinks,Bodi,11/18/2015,Central,989.0,0.12,,
,,"Eggs, Meat & Fish",,Krishnagiri,09-01-2015,Central,663.0,,92.82,Tamil Nadu
OD2070,Yadav,Food Grains,,,10/13/2018,Central,1290.0,0.27,,Tamil Nadu
OD2073,,Fruits & Veggies,Organic Fruits,,8/28/2017,Central,969.0,0.11,184.11,Tamil Nadu
OD2074,Sudha,,Cakes,Madurai,,Central,2056.0,0.14,431.76,Tamil Nadu
OD2075,Krithika,Fruits & Veggies,Fresh Fruits,Pudukottai,5/27/2015,Central,,0.1,987.42,Tamil Nadu
OD2078,Ridhesh,Beverages,Soft Drinks,,8/15/2015,Central,1534.0,0.1,475.54,Tamil Nadu
OD2079,,Snacks,Cookies,,8/28/2017,Central,2434.0,0.13,803.22,Tamil Nadu
OD2409,,Bakery,Cakes,Chennai,3/22/2015,Central,1410.0,0.2,352.5,Tamil Nadu
OD2410,Ram,,Cookies,Virudhunagar,,Central,928.0,0.28,120.64,Tamil Nadu
OD2411,,Food Grains,Organic Staples,,03-05-2018,Central,1621.0,0.23,697.03,Tamil Nadu
OD2413,,Oil & Masala,,Bodi,04-04-2016,Central,912.0,0.24,,Tamil Nadu
OD2414,Roshan,Food Grains,Dals & Pulses,,,Central,1641.0,,361.02,Tamil Nadu
OD2415,Sundar,Snacks,Noodles,Trichy,03-05-2018,Central,637.0,0.18,203.84,Tamil Nadu
OD2416,Sudeep,Food Grains,Rice,Pudukottai,03-05-2018,Central,2306.0,0.34,1037.7,Tamil Nadu
OD2418,Haseena,Snacks,Chocolates,Viluppuram,12/17/2016,Central,,0.1,,Tamil Nadu
,,Food Grains,Atta & Flour,Ramanadhapuram,03-05-2018,Central,2435.0,0.27,,Tamil Nadu
OD2420,Yusuf,Bakery,Biscuits,Coimbatore,10-06-2017,Central,2079.0,0.1,270.27,Tamil Nadu
,Vidya,Snacks,,Coimbatore,,Central,,0.16,976.36,Tamil Nadu
OD2422,Amrish,Snacks,Noodles,Dindigul,04-04-2016,Central,1783.0,0.14,392.26,Tamil Nadu
,Arutra,Beverages,Health Drinks,Salem,,Central,,0.14,,
OD2425,Sudha,Beverages,,Vellore,3/17/2015,Central,1839.0,0.25,662.04,Tamil Nadu
,,,Soft Drinks,Cumbum,10/15/2016,Central,922.0,0.26,46.1,
OD2427,Sundar,,Chocolates,Tenkasi,10-06-2018,Central,1012.0,0.34,172.04,Tamil Nadu
OD2428,Yadav,Snacks,Noodles,,3/17/2015,Central,1126.0,0.19,,Tamil Nadu
OD2429,Sabeela,Food Grains,Dals & Pulses,Krishnagiri,12-11-2018,Central,2132.0,0.16,533.0,
,,,Health Drinks,Karur,6/15/2015,Central,2078.0,0.12,872.76,Tamil Nadu
OD2434,,Fruits & Veggies,,Ooty,3/20/2018,Central,1442.0,0.34,,Tamil Nadu
,Jackson,"Eggs, Meat & Fish",Mutton,Vellore,,Central,907.0,,353.73,
OD2437,Arvind,,Noodles,Theni,5/26/2017,Central,940.0,,75.2,Tamil Nadu
,Vidya,,Masalas,Nagercoil,07-05-2015,Central,1092.0,0.13,,
OD2440,Veena,Snacks,Chocolates,Tirunelveli,11-12-2015,Central,1031.0,0.28,350.54,
OD2441,Ganesh,Bakery,Breads & Buns,Virudhunagar,8/23/2016,Central,1511.0,0.33,438.19,Tamil Nadu
OD2443,,Snacks,,Coimbatore,,Central,1264.0,0.22,,Tamil Nadu
OD2444,,Snacks,Chocolates,Dindigul,10/30/2018,Central,2500.0,0.33,300.0,Tamil Nadu
,Hafiz,,Mutton,Coimbatore,10-04-2017,Central,1747.0,,454.22,Tamil Nadu
OD2446,Amrish,Snacks,Noodles,Chennai,3/20/2018,Central,589.0,0.25,164.92,
OD2448,Shree,Food Grains,Rice,Ooty,07-05-2015,Central,,,332.64,Tamil Nadu
OD2449,Willams,Food Grains,Organic Staples,Chennai,8/25/2016,Central,1327.0,0.19,66.35,Tamil Nadu
OD2451,Verma,,,,07-02-2016,Central,,,760.0,Tamil Nadu
OD2600,Surya,Beverages,Soft Drinks,Karur,7/23/2018,Central,1791.0,0.21,770.13,
OD2601,Malik,Food Grains,Organic Staples,Vellore,04-05-2015,Central,,0.14,443.25,Tamil Nadu
OD2602,Ravi,Food Grains,Atta & Flour,,10-12-2016,Central,,0.32,129.36,Tamil Nadu
OD2603,Shree,Snacks,Noodles,Tirunelveli,02-11-2015,Central,,,762.75,Tamil Nadu
OD2604,Sheeba,Food Grains,Rice,Madurai,09-03-2016,Central,2478.0,,594.72,Tamil Nadu
OD2605,Sabeela,,Health Drinks,Viluppuram,,Central,548.0,0.22,49.32,Tamil Nadu
OD2606,Yusuf,Bakery,,Tenkasi,,Central,1467.0,0.32,396.09,Tamil Nadu
OD2607,Surya,Snacks,Cookies,Viluppuram,9/18/2018,Central,915.0,0.14,256.2,Tamil Nadu
OD2608,Haseena,Beverages,,Viluppuram,09-07-2015,Central,916.0,,219.84,
,,Oil & Masala,Masalas,Kanyakumari,9/15/2016,Central,1034.0,0.15,341.22,
OD2610,Amrish,"Eggs, Meat & Fish",Fish,Dharmapuri,02-11-2015,Central,1772.0,0.3,230.36,Tamil Nadu
,,,Biscuits,Kanyakumari,04-05-2015,Central,2052.0,,143.64,Tamil Nadu
OD2613,Arvind,Bakery,Breads & Buns,Viluppuram,5/20/2018,Central,728.0,0.18,94.64,Tamil Nadu
OD2615,Vince,"Eggs, Meat & Fish",,Coimbatore,09-10-2018,Central,2134.0,0.2,533.5,Tamil Nadu
OD2616,Krithika,Bakery,Cakes,Nagercoil,09-10-2018,Central,864.0,0.11,267.84,
OD2617,,Oil & Masala,Edible Oil & Ghee,,,Central,687.0,0.34,103.05,Tamil Nadu
OD2618,Akash,,Edible Oil & Ghee,Kanyakumari,2/27/2017,Central,2342.0,0.32,608.92,Tamil Nadu
OD2619,Sheeba,Fruits & Veggies,Organic Fruits,,08-03-2017,Central,1090.0,0.28,,Tamil Nadu
OD2621,,Snacks,Chocolates,Theni,02-11-2015,Central,,0.33,,Tamil Nadu
OD2622,,,Chocolates,,12-09-2018,Central,2220.0,0.15,865.8,Tamil Nadu
OD2624,,Bakery,Breads & Buns,,11-11-2018,Central,2284.0,0.24,296.92,Tamil Nadu
OD2625,,Snacks,Chocolates,Salem,,Central,,,580.84,Tamil Nadu
OD2626,James,Bakery,,Dindigul,8/13/2016,Central,2048.0,0.28,102.4,
,Sabeela,Beverages,Soft Drinks,,12-09-2018,Central,2053.0,0.13,246.36,Tamil Nadu
OD2628,Harish,Beverages,Soft Drinks,Perambalur,1/16/2018,Central,,0.12,182.4,Tamil Nadu
,,,Soft Drinks,Viluppuram,11/21/2016,Central,705.0,,289.05,Tamil Nadu
OD2631,Ganesh,Bakery,Cakes,Vellore,12-09-2018,Central,1248.0,,,Tamil Nadu
OD2632,Veena,Oil & Masala,Masalas,Pudukottai,04-05-2015,Central,1143.0,,457.2,Tamil Nadu
OD2634,Sheeba,Food Grains,Dals & Pulses,Virudhunagar,7/20/2016,Central,2190.0,0.3,350.4,Tamil Nadu
OD2636,Amrish,Food Grains,Dals & Pulses,Bodi,09-10-2018,Central,,0.2,673.94,Tamil Nadu
OD2638,,"Eggs, Meat & Fish",Eggs,Nagercoil,3/29/2018,Central,1976.0,0.25,,Tamil Nadu
OD2639,Willams,"Eggs, Meat & Fish",Mutton,Pudukottai,7/20/2016,Central,1671.0,,,Tamil Nadu
OD2640,,Bakery,,Ooty,11/21/2016,Central,943.0,0.21,339.48,Tamil Nadu
,Mathew,Snacks,Cookies,,04-05-2015,Central,,0.15,224.25,Tamil Nadu
OD2642,Komal,"Eggs, Meat & Fish",,Namakkal,,Central,,0.11,,Tamil Nadu
OD2643,Vidya,Beverages,Health Drinks,Ooty,7/20/2016,Central,1545.0,0.25,355.35,Tamil Nadu
OD2644,Malik,Snacks,Noodles,,1/16/2018,Central,1188.0,,368.28,Tamil Nadu
OD2645,Komal,Beverages,Soft Drinks,Virudhunagar,9/15/2016,Central,1081.0,0.27,,Tamil Nadu
OD2646,,Bakery,,Nagercoil,,Central,,0.17,159.5,Tamil Nadu
OD2648,Surya,"Eggs, Meat & Fish",Eggs,Cumbum,,Central,1787.0,,107.22,Tamil Nadu
OD2649,Rumaiza,Oil & Masala,,Kanyakumari,5/18/2015,Central,1734.0,0.21,329.46,Tamil Nadu
OD2650,Sharon,Beverages,Soft Drinks,Ooty,5/21/2015,Central,,,41.51,
OD2652,Sharon,Snacks,Noodles,Madurai,9/28/2018,Central,521.0,0.11,177.14,Tamil Nadu
,Amrish,Food Grains,Rice,Trichy,11/19/2018,Central,1149.0,0.35,195.33,Tamil Nadu
OD2655,Ridhesh,"Eggs, Meat & Fish",Mutton,Vellore,,Central,2066.0,0.21,723.1,
OD2656,Harish,Fruits & Veggies,Organic Vegetables,Tirunelveli,1/19/2018,Central,2085.0,0.19,646.35,
OD2657,Surya,"Eggs, Meat & Fish",Eggs,Krishnagiri,6/17/2015,Central,1990.0,,,Tamil Nadu
OD2658,Sharon,Bakery,,Trichy,3/25/2018,Central,2351.0,0.24,1034.44,Tamil Nadu
,Hafiz,Oil & Masala,Spices,Namakkal,07-12-2016,Central,1413.0,,113.04,Tamil Nadu
OD2662,Krithika,Food Grains,Dals & Pulses,Karur,,Central,1238.0,0.16,519.96,Tamil Nadu
OD2663,Yusuf,,Atta & Flour,,10/23/2018,Central,668.0,0.34,240.48,Tamil Nadu
OD2664,Yadav,,Organic Vegetables,Cumbum,11/24/2017,Central,,0.29,244.64,
,Mathew,Oil & Masala,Masalas,Chennai,,Central,1818.0,0.23,745.38,Tamil Nadu
OD2666,Esther,Beverages,,Ramanadhapuram,08-08-2017,Central,1319.0,0.35,435.27,Tamil Nadu
OD2667,Aditi,Bakery,Breads & Buns,Karur,,Central,1403.0,,547.17,Tamil Nadu
OD2668,,,Health Drinks,Perambalur,1/31/2017,Central,1789.0,0.33,,Tamil Nadu
OD2669,Muneer,Food Grains,Organic Staples,Kanyakumari,10/28/2018,Central,,0.3,422.28,Tamil Nadu
,Sudeep,,,Bodi,,Central,,0.17,486.78,Tamil Nadu
OD2673,Ridhesh,Food Grains,Dals & Pulses,Tenkasi,11/19/2018,Central,1179.0,0.27,506.97,
OD2674,Sudha,Bakery,Biscuits,Coimbatore,09-11-2018,Central,1856.0,0.1,723.84,Tamil Nadu
,Rumaiza,,Soft Drinks,Theni,08-08-2017,Central,,,423.3,Tamil Nadu
OD2676,Malik,Beverages,Soft Drinks,Ramanadhapuram,10/20/2017,Central,2114.0,0.3,761.04,Tamil Nadu
,,Fruits & Veggies,Organic Vegetables,,11/19/2018,Central,,0.28,217.3,Tamil Nadu
